Year,Sport,Discipline,Country,Gender,Event,Medal
1904,Archery,Archery,USA,Women,Teams Fita Round,Silver
1904,Athletics,Athletics,USA,Men,100M,Bronze
1904,Athletics,Athletics,USA,Men,100M,Gold
1904,Athletics,Athletics,USA,Men,100M,Silver
1904,Athletics,Athletics,USA,Men,110M Hurdles,Bronze
1904,Athletics,Athletics,USA,Men,110M Hurdles,Gold
1904,Athletics,Athletics,USA,Men,110M Hurdles,Silver
1904,Athletics,Athletics,USA,Men,1500M,Bronze
1904,Athletics,Athletics,USA,Men,1500M,Gold
1904,Athletics,Athletics,USA,Men,1500M,Silver
1904,Athletics,Athletics,USA,Men,200M,Bronze
1904,Athletics,Athletics,USA,Men,200M,Gold
1904,Athletics,Athletics,USA,Men,200M,Silver
1904,Athletics,Athletics,USA,Men,200M Hurdles,Bronze
1904,Athletics,Athletics,USA,Men,200M Hurdles,Gold
1904,Athletics,Athletics,USA,Men,200M Hurdles,Silver
1904,Athletics,Athletics,USA,Men,3000M Steeplechase,Bronze
1904,Athletics,Athletics,USA,Men,3000M Steeplechase,Gold
1904,Athletics,Athletics,GBR,Men,3000M Steeplechase,Silver
1904,Athletics,Athletics,USA,Men,400M,Bronze
1904,Athletics,Athletics,USA,Men,400M,Gold
1904,Athletics,Athletics,USA,Men,400M,Silver
1904,Athletics,Athletics,USA,Men,400M Hurdles,Bronze
1904,Athletics,Athletics,USA,Men,400M Hurdles,Gold
1904,Athletics,Athletics,USA,Men,400M Hurdles,Silver
1904,Athletics,Athletics,USA,Men,4Miles Team,Gold
1904,Athletics,Athletics,ZZX,Men,4Miles Team,Silver
1904,Athletics,Athletics,USA,Men,56LB Weight Throw (25.4KG),Bronze
1904,Athletics,Athletics,CAN,Men,56LB Weight Throw (25.4KG),Gold
1904,Athletics,Athletics,USA,Men,56LB Weight Throw (25.4KG),Silver
1904,Athletics,Athletics,USA,Men,60M,Bronze
1904,Athletics,Athletics,USA,Men,60M,Gold
1904,Athletics,Athletics,USA,Men,60M,Silver
1904,Athletics,Athletics,USA,Men,800M,Bronze
1904,Athletics,Athletics,USA,Men,800M,Gold
1904,Athletics,Athletics,USA,Men,800M,Silver
1904,Athletics,Athletics,USA,Men,Decathlon,Bronze
1904,Athletics,Athletics,GBR,Men,Decathlon,Gold
1904,Athletics,Athletics,USA,Men,Decathlon,Silver
1904,Athletics,Athletics,GRE,Men,Discus Throw,Bronze
1904,Athletics,Athletics,USA,Men,Discus Throw,Gold
1904,Athletics,Athletics,USA,Men,Discus Throw,Silver
1904,Athletics,Athletics,USA,Men,Hammer Throw,Bronze
1904,Athletics,Athletics,USA,Men,Hammer Throw,Gold
1904,Athletics,Athletics,USA,Men,Hammer Throw,Silver
1904,Athletics,Athletics,GER,Men,High Jump,Bronze
1904,Athletics,Athletics,USA,Men,High Jump,Gold
1904,Athletics,Athletics,USA,Men,High Jump,Silver
1904,Athletics,Athletics,USA,Men,"High Jump, Standing",Bronze
1904,Athletics,Athletics,USA,Men,"High Jump, Standing",Gold
1904,Athletics,Athletics,USA,Men,"High Jump, Standing",Silver
1904,Athletics,Athletics,USA,Men,Long Jump,Bronze
1904,Athletics,Athletics,USA,Men,Long Jump,Gold
1904,Athletics,Athletics,USA,Men,Long Jump,Silver
1904,Athletics,Athletics,USA,Men,"Long Jump, Standing",Bronze
1904,Athletics,Athletics,USA,Men,"Long Jump, Standing",Gold
1904,Athletics,Athletics,USA,Men,"Long Jump, Standing",Silver
1904,Athletics,Athletics,USA,Men,Marathon,Bronze
1904,Athletics,Athletics,USA,Men,Marathon,Gold
1904,Athletics,Athletics,USA,Men,Marathon,Silver
1904,Athletics,Athletics,USA,Men,Pole Vault,Bronze
1904,Athletics,Athletics,USA,Men,Pole Vault,Gold
1904,Athletics,Athletics,USA,Men,Pole Vault,Silver
1904,Athletics,Athletics,USA,Men,Shot Put,Bronze
1904,Athletics,Athletics,USA,Men,Shot Put,Gold
1904,Athletics,Athletics,USA,Men,Shot Put,Silver
1904,Athletics,Athletics,USA,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Bronze
1904,Athletics,Athletics,USA,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Gold
1904,Athletics,Athletics,USA,Men,Triathlon (Long Jump / Shot Put / 100 Yards),Silver
1904,Athletics,Athletics,USA,Men,Triple Jump,Bronze
1904,Athletics,Athletics,USA,Men,Triple Jump,Gold
1904,Athletics,Athletics,USA,Men,Triple Jump,Silver
1904,Athletics,Athletics,USA,Men,"Triple Jump, Standing",Bronze
1904,Athletics,Athletics,USA,Men,"Triple Jump, Standing",Gold
1904,Athletics,Athletics,USA,Men,"Triple Jump, Standing",Silver
1904,Boxing,Boxing,USA,Men,- 47.63KG (Flyweight),Gold
1904,Boxing,Boxing,USA,Men,- 47.63KG (Flyweight),Silver
1904,Boxing,Boxing,USA,Men,+ 71.67KG (Heavyweight),Bronze
1904,Boxing,Boxing,USA,Men,+ 71.67KG (Heavyweight),Gold
1904,Boxing,Boxing,USA,Men,+ 71.67KG (Heavyweight),Silver
1904,Boxing,Boxing,USA,Men,47.63 - 52.16KG (Bantamweight),Gold
1904,Boxing,Boxing,USA,Men,47.63 - 52.16KG (Bantamweight),Silver
1904,Boxing,Boxing,USA,Men,52.16 - 56.7KG (Featherweight),Bronze
1904,Boxing,Boxing,USA,Men,52.16 - 56.7KG (Featherweight),Gold
1904,Boxing,Boxing,USA,Men,52.16 - 56.7KG (Featherweight),Silver
1904,Boxing,Boxing,USA,Men,56.7 - 61.24KG (Lightweight),Bronze
1904,Boxing,Boxing,USA,Men,56.7 - 61.24KG (Lightweight),Gold
1904,Boxing,Boxing,USA,Men,56.7 - 61.24KG (Lightweight),Silver
1904,Boxing,Boxing,USA,Men,61.24 - 65.77KG (Welterweight),Bronze
1904,Boxing,Boxing,USA,Men,61.24 - 65.77KG (Welterweight),Gold
1904,Boxing,Boxing,USA,Men,61.24 - 65.77KG (Welterweight),Silver
1904,Boxing,Boxing,USA,Men,65.77 - 71.67KG (Middleweight),Gold
1904,Boxing,Boxing,USA,Men,65.77 - 71.67KG (Middleweight),Silver
1904,Cycling,Cycling Track,USA,Men,1 Mile (1609.3M),Bronze
1904,Cycling,Cycling Track,USA,Men,1 Mile (1609.3M),Gold
1904,Cycling,Cycling Track,USA,Men,1 Mile (1609.3M),Silver
1904,Cycling,Cycling Track,USA,Men,1/2 Mile (804.7M),Bronze
1904,Cycling,Cycling Track,USA,Men,1/2 Mile (804.7M),Gold
1904,Cycling,Cycling Track,USA,Men,1/2 Mile (804.7M),Silver
1904,Cycling,Cycling Track,USA,Men,1/3 Mile (536.5M),Bronze
1904,Cycling,Cycling Track,USA,Men,1/3 Mile (536.5M),Gold
1904,Cycling,Cycling Track,USA,Men,1/3 Mile (536.5M),Silver
1904,Cycling,Cycling Track,USA,Men,1/4 Mile (402.3M),Bronze
1904,Cycling,Cycling Track,USA,Men,1/4 Mile (402.3M),Gold
1904,Cycling,Cycling Track,USA,Men,1/4 Mile (402.3M),Silver
1904,Cycling,Cycling Track,USA,Men,2 Miles (3.218KM),Bronze
1904,Cycling,Cycling Track,USA,Men,2 Miles (3.218KM),Gold
1904,Cycling,Cycling Track,USA,Men,2 Miles (3.218KM),Silver
1904,Cycling,Cycling Track,USA,Men,25 Miles (40.232KM),Bronze
1904,Cycling,Cycling Track,USA,Men,25 Miles (40.232KM),Gold
1904,Cycling,Cycling Track,USA,Men,25 Miles (40.232KM),Silver
1904,Cycling,Cycling Track,USA,Men,5 Miles (8.046KM),Bronze
1904,Cycling,Cycling Track,USA,Men,5 Miles (8.046KM),Gold
1904,Cycling,Cycling Track,USA,Men,5 Miles (8.046KM),Silver
1904,Fencing,Fencing,CUB,Men,Épée Individual,Bronze
1904,Fencing,Fencing,CUB,Men,Épée Individual,Gold
1904,Fencing,Fencing,CUB,Men,Épée Individual,Silver
1904,Fencing,Fencing,CUB,Men,Foil Individual,Bronze
1904,Fencing,Fencing,CUB,Men,Foil Individual,Gold
1904,Fencing,Fencing,CUB,Men,Foil Individual,Silver
1904,Fencing,Fencing,ZZX,Men,Foil Team,Gold
1904,Fencing,Fencing,USA,Men,Foil Team,Silver
1904,Fencing,Fencing,CUB,Men,Sabre Individual,Bronze
1904,Fencing,Fencing,CUB,Men,Sabre Individual,Gold
1904,Fencing,Fencing,USA,Men,Sabre Individual,Silver
1904,Fencing,Fencing,USA,Men,"Stick, Single",Bronze
1904,Fencing,Fencing,CUB,Men,"Stick, Single",Gold
1904,Fencing,Fencing,USA,Men,"Stick, Single",Silver
1904,Football,Football,USA,Men,Football,Bronze
1904,Football,Football,USA,Men,Football,Gold
1904,Football,Football,CAN,Men,Football,Gold
1904,Football,Football,USA,Men,Football,Silver
1904,Golf,Golf,USA,Men,Individual,Bronze
1904,Golf,Golf,CAN,Men,Individual,Gold
1904,Golf,Golf,USA,Men,Individual,Silver
1904,Golf,Golf,USA,Men,Team,Gold
1904,Golf,Golf,USA,Men,Team,Silver
1904,Gymnastics,Artistic G.,USA,Men,Club Swinging,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Club Swinging,Gold
1904,Gymnastics,Artistic G.,USA,Men,Club Swinging,Silver
1904,Gymnastics,Artistic G.,GER,Men,Combined 3 Events,Bronze
1904,Gymnastics,Artistic G.,SUI,Men,Combined 3 Events,Gold
1904,Gymnastics,Artistic G.,USA,Men,Combined 3 Events,Silver
1904,Gymnastics,Artistic G.,USA,Men,Combined 4 Events,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Combined 4 Events,Gold
1904,Gymnastics,Artistic G.,USA,Men,Combined 4 Events,Silver
1904,Gymnastics,Artistic G.,USA,Men,Horizontal Bar,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Horizontal Bar,Gold
1904,Gymnastics,Artistic G.,SUI,Men,Individual All-Round,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Individual All-Round,Gold
1904,Gymnastics,Artistic G.,GER,Men,Individual All-Round,Silver
1904,Gymnastics,Artistic G.,USA,Men,Parallel Bars,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Parallel Bars,Gold
1904,Gymnastics,Artistic G.,USA,Men,Parallel Bars,Silver
1904,Gymnastics,Artistic G.,USA,Men,Pommel Horse,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Pommel Horse,Gold
1904,Gymnastics,Artistic G.,USA,Men,Pommel Horse,Silver
1904,Gymnastics,Artistic G.,USA,Men,Rings,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Rings,Gold
1904,Gymnastics,Artistic G.,USA,Men,Rings,Silver
1904,Gymnastics,Artistic G.,USA,Men,Rope Climbing,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Rope Climbing,Gold
1904,Gymnastics,Artistic G.,USA,Men,Rope Climbing,Silver
1904,Gymnastics,Artistic G.,USA,Men,Team Competition,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Team Competition,Gold
1904,Gymnastics,Artistic G.,USA,Men,Team Competition,Silver
1904,Gymnastics,Artistic G.,USA,Men,Vault,Bronze
1904,Gymnastics,Artistic G.,USA,Men,Vault,Gold
1904,Lacrosse,Lacrosse,CAN,Men,Lacrosse,Gold
1904,Lacrosse,Lacrosse,USA,Men,Lacrosse,Silver
1904,Roque,Roque,USA,Men,Individual,Bronze
1904,Roque,Roque,USA,Men,Individual,Gold
1904,Roque,Roque,USA,Men,Individual,Silver
1904,Rowing,Rowing,USA,Men,Coxless Pair (2-),Bronze
1904,Rowing,Rowing,USA,Men,Coxless Pair (2-),Gold
1904,Rowing,Rowing,USA,Men,Coxless Pair (2-),Silver
1904,Rowing,Rowing,USA,Men,Double Sculls (2X),Bronze
1904,Rowing,Rowing,USA,Men,Double Sculls (2X),Gold
1904,Rowing,Rowing,USA,Men,Double Sculls (2X),Silver
1904,Rowing,Rowing,USA,Men,Eight With Coxswain (8+),Gold
1904,Rowing,Rowing,CAN,Men,Eight With Coxswain (8+),Silver
1904,Rowing,Rowing,USA,Men,Four Without Coxswain (4-),Bronze
1904,Rowing,Rowing,USA,Men,Four Without Coxswain (4-),Gold
1904,Rowing,Rowing,USA,Men,Four Without Coxswain (4-),Silver
1904,Rowing,Rowing,USA,Men,Single Sculls (1X),Bronze
1904,Rowing,Rowing,USA,Men,Single Sculls (1X),Gold
1904,Rowing,Rowing,USA,Men,Single Sculls (1X),Silver
1904,Tennis,Tennis,USA,Men,Doubles,Bronze
1904,Tennis,Tennis,USA,Men,Doubles,Gold
1904,Tennis,Tennis,USA,Men,Doubles,Silver
1904,Tennis,Tennis,USA,Men,Singles,Bronze
1904,Tennis,Tennis,USA,Men,Singles,Gold
1904,Tennis,Tennis,USA,Men,Singles,Silver
1904,Tug of War,Tug of War,USA,Men,Tug Of War,Bronze
1904,Tug of War,Tug of War,USA,Men,Tug Of War,Gold
1904,Tug of War,Tug of War,USA,Men,Tug Of War,Silver
1904,Weightlifting,Weightlifting,USA,Men,All-Around Dumbbell Contest,Bronze
1904,Weightlifting,Weightlifting,USA,Men,All-Around Dumbbell Contest,Gold
1904,Weightlifting,Weightlifting,USA,Men,All-Around Dumbbell Contest,Silver
1904,Weightlifting,Weightlifting,USA,Men,Heavyweight - Two Hand Lift,Bronze
1904,Weightlifting,Weightlifting,GRE,Men,Heavyweight - Two Hand Lift,Gold
1904,Weightlifting,Weightlifting,USA,Men,Heavyweight - Two Hand Lift,Silver
1904,Wrestling,Wrestling Free.,USA,Men,- 47.6KG (Light-Flyweight),Bronze
1904,Wrestling,Wrestling Free.,USA,Men,- 47.6KG (Light-Flyweight),Gold
1904,Wrestling,Wrestling Free.,USA,Men,- 47.6KG (Light-Flyweight),Silver
1904,Wrestling,Wrestling Free.,USA,Men,+ 71.67KG (Heavyweight),Bronze
1904,Wrestling,Wrestling Free.,USA,Men,+ 71.67KG (Heavyweight),Gold
1904,Wrestling,Wrestling Free.,USA,Men,+ 71.67KG (Heavyweight),Silver
1904,Wrestling,Wrestling Free.,USA,Men,47.6 - 52.16KG (Flyweight),Bronze
1904,Wrestling,Wrestling Free.,USA,Men,47.6 - 52.16KG (Flyweight),Gold
1904,Wrestling,Wrestling Free.,USA,Men,47.6 - 52.16KG (Flyweight),Silver
1904,Wrestling,Wrestling Free.,USA,Men,52.16 - 56.7KG (Bantamweight),Bronze
1904,Wrestling,Wrestling Free.,USA,Men,52.16 - 56.7KG (Bantamweight),Gold
1904,Wrestling,Wrestling Free.,USA,Men,52.16 - 56.7KG (Bantamweight),Silver
1904,Wrestling,Wrestling Free.,USA,Men,56.7 - 61.23KG (Featherweight),Bronze
1904,Wrestling,Wrestling Free.,USA,Men,56.7 - 61.23KG (Featherweight),Gold
1904,Wrestling,Wrestling Free.,USA,Men,56.7 - 61.23KG (Featherweight),Silver
1904,Wrestling,Wrestling Free.,USA,Men,61.23 - 65.77KG (Lightweight),Bronze
1904,Wrestling,Wrestling Free.,USA,Men,61.23 - 65.77KG (Lightweight),Gold
1904,Wrestling,Wrestling Free.,USA,Men,61.23 - 65.77KG (Lightweight),Silver
1904,Wrestling,Wrestling Free.,USA,Men,65.77 - 71.67KG (Welterweight),Bronze
1904,Wrestling,Wrestling Free.,USA,Men,65.77 - 71.67KG (Welterweight),Gold
1904,Wrestling,Wrestling Free.,USA,Men,65.77 - 71.67KG (Welterweight),Silver
1908,Aquatics,Diving,SWE,Men,10M Platform,Bronze
1908,Aquatics,Diving,SWE,Men,10M Platform,Gold
1908,Aquatics,Diving,SWE,Men,10M Platform,Silver
1908,Aquatics,Diving,USA,Men,3M Springboard,Bronze
1908,Aquatics,Diving,GER,Men,3M Springboard,Bronze
1908,Aquatics,Diving,GER,Men,3M Springboard,Gold
1908,Aquatics,Diving,GER,Men,3M Springboard,Silver
1908,Aquatics,Swimming,GBR,Men,100M Backstroke,Bronze
1908,Aquatics,Swimming,GER,Men,100M Backstroke,Gold
1908,Aquatics,Swimming,DEN,Men,100M Backstroke,Silver
1908,Aquatics,Swimming,SWE,Men,100M Freestyle,Bronze
1908,Aquatics,Swimming,USA,Men,100M Freestyle,Gold
1908,Aquatics,Swimming,HUN,Men,100M Freestyle,Silver
1908,Aquatics,Swimming,ANZ,Men,1500M Freestyle,Bronze
1908,Aquatics,Swimming,GBR,Men,1500M Freestyle,Gold
1908,Aquatics,Swimming,GBR,Men,1500M Freestyle,Silver
1908,Aquatics,Swimming,SWE,Men,200M Breaststroke,Bronze
1908,Aquatics,Swimming,GBR,Men,200M Breaststroke,Gold
1908,Aquatics,Swimming,GBR,Men,200M Breaststroke,Silver
1908,Aquatics,Swimming,AUT,Men,400M Freestyle,Bronze
1908,Aquatics,Swimming,GBR,Men,400M Freestyle,Gold
1908,Aquatics,Swimming,ANZ,Men,400M Freestyle,Silver
1908,Aquatics,Swimming,USA,Men,4X200M Freestyle Relay,Bronze
1908,Aquatics,Swimming,GBR,Men,4X200M Freestyle Relay,Gold
1908,Aquatics,Swimming,HUN,Men,4X200M Freestyle Relay,Silver
1908,Aquatics,Water polo,GBR,Men,Water Polo,Gold
1908,Aquatics,Water polo,BEL,Men,Water Polo,Silver
1908,Archery,Archery,FRA,Men,Continental Style 50M,Bronze
1908,Archery,Archery,FRA,Men,Continental Style 50M,Gold
1908,Archery,Archery,FRA,Men,Continental Style 50M,Silver
1908,Archery,Archery,GBR,Women,National Round (60Y - 50Y),Bronze
1908,Archery,Archery,GBR,Women,National Round (60Y - 50Y),Gold
1908,Archery,Archery,GBR,Women,National Round (60Y - 50Y),Silver
1908,Archery,Archery,USA,Men,York Round (100Y - 80Y - 60Y),Bronze
1908,Archery,Archery,GBR,Men,York Round (100Y - 80Y - 60Y),Gold
1908,Archery,Archery,GBR,Men,York Round (100Y - 80Y - 60Y),Silver
1908,Athletics,Athletics,CAN,Men,100M,Bronze
1908,Athletics,Athletics,RSA,Men,100M,Gold
1908,Athletics,Athletics,USA,Men,100M,Silver
1908,Athletics,Athletics,GBR,Men,10Miles Walk (16093M),Bronze
1908,Athletics,Athletics,GBR,Men,10Miles Walk (16093M),Gold
1908,Athletics,Athletics,GBR,Men,10Miles Walk (16093M),Silver
1908,Athletics,Athletics,USA,Men,110M Hurdles,Bronze
1908,Athletics,Athletics,USA,Men,110M Hurdles,Gold
1908,Athletics,Athletics,USA,Men,110M Hurdles,Silver
1908,Athletics,Athletics,GBR,Men,1500M,Bronze
1908,Athletics,Athletics,USA,Men,1500M,Gold
1908,Athletics,Athletics,GBR,Men,1500M,Silver
1908,Athletics,Athletics,USA,Men,200M,Bronze
1908,Athletics,Athletics,CAN,Men,200M,Gold
1908,Athletics,Athletics,USA,Men,200M,Silver
1908,Athletics,Athletics,USA,Men,3200M Steeplechase,Bronze
1908,Athletics,Athletics,GBR,Men,3200M Steeplechase,Gold
1908,Athletics,Athletics,GBR,Men,3200M Steeplechase,Silver
1908,Athletics,Athletics,ANZ,Men,3500M Walk,Bronze
1908,Athletics,Athletics,GBR,Men,3500M Walk,Gold
1908,Athletics,Athletics,GBR,Men,3500M Walk,Silver
1908,Athletics,Athletics,FRA,Men,3Miles Team (4828M),Bronze
1908,Athletics,Athletics,GBR,Men,3Miles Team (4828M),Gold
1908,Athletics,Athletics,USA,Men,3Miles Team (4828M),Silver
1908,Athletics,Athletics,GBR,Men,400M,Gold
1908,Athletics,Athletics,GBR,Men,400M Hurdles,Bronze
1908,Athletics,Athletics,USA,Men,400M Hurdles,Gold
1908,Athletics,Athletics,USA,Men,400M Hurdles,Silver
1908,Athletics,Athletics,HUN,Men,4X400M Relay,Bronze
1908,Athletics,Athletics,USA,Men,4X400M Relay,Gold
1908,Athletics,Athletics,GER,Men,4X400M Relay,Silver
1908,Athletics,Athletics,SWE,Men,5 Miles (8047M),Bronze
1908,Athletics,Athletics,GBR,Men,5 Miles (8047M),Gold
1908,Athletics,Athletics,GBR,Men,5 Miles (8047M),Silver
1908,Athletics,Athletics,GER,Men,800M,Bronze
1908,Athletics,Athletics,USA,Men,800M,Gold
1908,Athletics,Athletics,ITA,Men,800M,Silver
1908,Athletics,Athletics,USA,Men,Discus Throw,Bronze
1908,Athletics,Athletics,USA,Men,Discus Throw,Gold
1908,Athletics,Athletics,USA,Men,Discus Throw,Silver
1908,Athletics,Athletics,FIN,Men,Discus Throw Ancient Style,Bronze
1908,Athletics,Athletics,USA,Men,Discus Throw Ancient Style,Gold
1908,Athletics,Athletics,USA,Men,Discus Throw Ancient Style,Silver
1908,Athletics,Athletics,CAN,Men,Hammer Throw,Bronze
1908,Athletics,Athletics,USA,Men,Hammer Throw,Gold
1908,Athletics,Athletics,USA,Men,Hammer Throw,Silver
1908,Athletics,Athletics,USA,Men,High Jump,Gold
1908,Athletics,Athletics,FRA,Men,High Jump,Silver
1908,Athletics,Athletics,GBR,Men,High Jump,Silver
1908,Athletics,Athletics,HUN,Men,High Jump,Silver
1908,Athletics,Athletics,USA,Men,"High Jump, Standing",Gold
1908,Athletics,Athletics,USA,Men,"High Jump, Standing",Silver
1908,Athletics,Athletics,GRE,Men,"High Jump, Standing",Silver
1908,Athletics,Athletics,SWE,Men,Javelin Throw,Bronze
1908,Athletics,Athletics,SWE,Men,Javelin Throw,Gold
1908,Athletics,Athletics,NOR,Men,Javelin Throw,Silver
1908,Athletics,Athletics,NOR,Men,Javelin Throw Freestyle,Bronze
1908,Athletics,Athletics,SWE,Men,Javelin Throw Freestyle,Gold
1908,Athletics,Athletics,GRE,Men,Javelin Throw Freestyle,Silver
1908,Athletics,Athletics,CAN,Men,Long Jump,Bronze
1908,Athletics,Athletics,USA,Men,Long Jump,Gold
1908,Athletics,Athletics,USA,Men,Long Jump,Silver
1908,Athletics,Athletics,USA,Men,"Long Jump, Standing",Bronze
1908,Athletics,Athletics,USA,Men,"Long Jump, Standing",Gold
1908,Athletics,Athletics,GRE,Men,"Long Jump, Standing",Silver
1908,Athletics,Athletics,USA,Men,Marathon,Bronze
1908,Athletics,Athletics,USA,Men,Marathon,Gold
1908,Athletics,Athletics,RSA,Men,Marathon,Silver
1908,Athletics,Athletics,CAN,Men,Pole Vault,Bronze
1908,Athletics,Athletics,USA,Men,Pole Vault,Bronze
1908,Athletics,Athletics,SWE,Men,Pole Vault,Bronze
1908,Athletics,Athletics,USA,Men,Pole Vault,Gold
1908,Athletics,Athletics,USA,Men,Shot Put,Bronze
1908,Athletics,Athletics,USA,Men,Shot Put,Gold
1908,Athletics,Athletics,GBR,Men,Shot Put,Silver
1908,Athletics,Athletics,NOR,Men,Triple Jump,Bronze
1908,Athletics,Athletics,GBR,Men,Triple Jump,Gold
1908,Athletics,Athletics,CAN,Men,Triple Jump,Silver
1908,Boxing,Boxing,GBR,Men,- 52.62KG (Bantamweight),Bronze
1908,Boxing,Boxing,GBR,Men,- 52.62KG (Bantamweight),Gold
1908,Boxing,Boxing,GBR,Men,- 52.62KG (Bantamweight),Silver
1908,Boxing,Boxing,GBR,Men,+ 71.67KG (Heavyweight),Bronze
1908,Boxing,Boxing,GBR,Men,+ 71.67KG (Heavyweight),Gold
1908,Boxing,Boxing,GBR,Men,+ 71.67KG (Heavyweight),Silver
1908,Boxing,Boxing,GBR,Men,52.62 - 57.15KG (Featherweight),Bronze
1908,Boxing,Boxing,GBR,Men,52.62 - 57.15KG (Featherweight),Gold
1908,Boxing,Boxing,GBR,Men,52.62 - 57.15KG (Featherweight),Silver
1908,Boxing,Boxing,GBR,Men,57.15 - 63.5KG (Lightweight),Bronze
1908,Boxing,Boxing,GBR,Men,57.15 - 63.5KG (Lightweight),Gold
1908,Boxing,Boxing,GBR,Men,57.15 - 63.5KG (Lightweight),Silver
1908,Boxing,Boxing,GBR,Men,63.5 - 71.67KG (Middleweight),Bronze
1908,Boxing,Boxing,GBR,Men,63.5 - 71.67KG (Middleweight),Gold
1908,Boxing,Boxing,ANZ,Men,63.5 - 71.67KG (Middleweight),Silver
1908,Cycling,Cycling Track,FRA,Men,100KM,Bronze
1908,Cycling,Cycling Track,GBR,Men,100KM,Gold
1908,Cycling,Cycling Track,GBR,Men,100KM,Silver
1908,Cycling,Cycling Track,CAN,Men,"1980 Yards Pursuit, Team",Bronze
1908,Cycling,Cycling Track,GBR,Men,"1980 Yards Pursuit, Team",Gold
1908,Cycling,Cycling Track,GER,Men,"1980 Yards Pursuit, Team",Silver
1908,Cycling,Cycling Track,GBR,Men,2000M Tandem,Bronze
1908,Cycling,Cycling Track,FRA,Men,2000M Tandem,Gold
1908,Cycling,Cycling Track,GBR,Men,2000M Tandem,Silver
1908,Cycling,Cycling Track,BEL,Men,20KM,Bronze
1908,Cycling,Cycling Track,GBR,Men,20KM,Gold
1908,Cycling,Cycling Track,GBR,Men,20KM,Silver
1908,Cycling,Cycling Track,FRA,Men,5000M,Bronze
1908,Cycling,Cycling Track,GBR,Men,5000M,Gold
1908,Cycling,Cycling Track,FRA,Men,5000M,Silver
1908,Cycling,Cycling Track,GER,Men,One Lap (660Y) Sprint,Bronze
1908,Cycling,Cycling Track,GBR,Men,One Lap (660Y) Sprint,Gold
1908,Cycling,Cycling Track,FRA,Men,One Lap (660Y) Sprint,Silver
1908,Fencing,Fencing,FRA,Men,Épée Individual,Bronze
1908,Fencing,Fencing,FRA,Men,Épée Individual,Gold
1908,Fencing,Fencing,FRA,Men,Épée Individual,Silver
1908,Fencing,Fencing,BEL,Men,Épée Team,Bronze
1908,Fencing,Fencing,FRA,Men,Épée Team,Gold
1908,Fencing,Fencing,GBR,Men,Épée Team,Silver
1908,Fencing,Fencing,BOH,Men,Sabre Individual,Bronze
1908,Fencing,Fencing,HUN,Men,Sabre Individual,Gold
1908,Fencing,Fencing,HUN,Men,Sabre Individual,Silver
1908,Fencing,Fencing,BOH,Men,Sabre Team,Bronze
1908,Fencing,Fencing,HUN,Men,Sabre Team,Gold
1908,Fencing,Fencing,ITA,Men,Sabre Team,Silver
1908,Football,Football,NED,Men,Football,Bronze
1908,Football,Football,GBR,Men,Football,Gold
1908,Football,Football,DEN,Men,Football,Silver
1908,Gymnastics,Artistic G.,FRA,Men,Individual All-Round,Bronze
1908,Gymnastics,Artistic G.,ITA,Men,Individual All-Round,Gold
1908,Gymnastics,Artistic G.,GBR,Men,Individual All-Round,Silver
1908,Gymnastics,Artistic G.,FIN,Men,Team Competition,Bronze
1908,Gymnastics,Artistic G.,SWE,Men,Team Competition,Gold
1908,Gymnastics,Artistic G.,NOR,Men,Team Competition,Silver
1908,Hockey,Hockey,GBR,Men,Hockey,Gold
1908,Hockey,Hockey,GBR,Men,Hockey,Silver
1908,Jeu de paume,Jeu de Paume,GBR,Men,Individual,Bronze
1908,Jeu de paume,Jeu de Paume,USA,Men,Individual,Gold
1908,Jeu de paume,Jeu de Paume,GBR,Men,Individual,Silver
1908,Lacrosse,Lacrosse,CAN,Men,Lacrosse,Gold
1908,Lacrosse,Lacrosse,GBR,Men,Lacrosse,Silver
1908,Polo,Polo,GBR,Men,Polo,Gold
1908,Polo,Polo,GBR,Men,Polo,Silver
1908,Rackets,Rackets,GBR,Men,Double,Bronze
1908,Rackets,Rackets,GBR,Men,Double,Gold
1908,Rackets,Rackets,GBR,Men,Double,Silver
1908,Rackets,Rackets,GBR,Men,Individual,Bronze
1908,Rackets,Rackets,GBR,Men,Individual,Gold
1908,Rackets,Rackets,GBR,Men,Individual,Silver
1908,Rowing,Rowing,GER,Men,Coxless Pair (2-),Bronze
